id,courseid,categoryid,itemname,itemtype,itemmodule,iteminstance,itemnumber,iteminfo,idnumber,calculation,gradetype,grademax,grademin,scaleid,outcomeid,gradepass,multfactor,plusfactor,aggregationcoef,aggregationcoef2,sortorder,display,decimals,hidden,locked,locktime,needsupdate,weightoverride,timecreated,timemodified
16,6,5.0,Report Grades (please read),mod,assign,7,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,8,0,,0,0,0,0,0,1548694012,1548694012
91,1,,,course,,11,,,,,1,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1548863444,1548863444
17,7,,,course,,6,,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1528952305,1528952305
14,6,5.0,Additional thoughts,mod,forum,5,0.0,,,,2,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,0.0,9,0,,0,0,0,0,0,1548694012,1548694012
29,9,9.0,String Variables Review Quiz,mod,quiz,9,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,15,0,,0,0,0,0,0,1548694302,1548694302
32,9,9.0,Loops Review Quiz,mod,quiz,12,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,18,0,,0,0,0,0,0,1548694303,1548694303
30,9,9.0,Integers and Floats Review Quiz,mod,quiz,10,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,16,0,,0,0,0,0,0,1548694302,1548694302
31,9,9.0,Conditionals Review Quiz,mod,quiz,11,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,17,0,,0,0,0,0,0,1548694303,1548694303
33,9,9.0,Lists Review Quiz,mod,quiz,13,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,19,0,,0,0,0,0,0,1548694303,1548694303
35,9,9.0,Functions Review Quiz,mod,quiz,15,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,21,0,,0,0,0,0,0,1548694303,1548694303
34,9,9.0,Dictionaries Review Quiz,mod,quiz,14,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,20,0,,0,0,0,0,0,1548694303,1548694303
36,9,9.0,User Input Review Quiz,mod,quiz,16,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,22,0,,0,0,0,0,0,1548694303,1548694303
28,9,9.0,Introduction and Printing Review Quiz,mod,quiz,8,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,14,0,,0,0,0,0,0,1548694302,1548694302
27,9,,,course,,8,,,,,1,1000.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,1,0,0,0,0,1487039383,1499303463
8,6,,,course,,5,,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1212560960,1235156281
9,6,5.0,Upload the completed worksheet (assignment),mod,assign,1,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,2,0,,0,0,0,0,0,1548694011,1548694011
10,6,5.0,Upload the completed worksheet (assignment),mod,assign,2,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,3,0,,0,0,0,0,0,1548694011,1548694011
11,6,5.0,Forum assignment,mod,assign,3,0.0,,,,1,5.0,0.0,,,0.0,1.0,0.0,0.0,0.0,4,0,,0,0,0,0,0,1548694012,1548694012
12,6,5.0,Upload the completed worksheet here please (assignment 8MB - 1),mod,assign,4,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,5,0,,0,0,0,0,0,1548694012,1548694012
13,6,5.0,8 MB assignment 2,mod,assign,5,0.0,,,,1,5.0,0.0,,,0.0,1.0,0.0,0.0,0.0,6,0,,0,0,0,0,0,1548694012,1548694012
15,6,5.0,Upload your completed Access Database here (8MB - 3),mod,assign,6,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,7,0,,0,0,0,0,0,1548694012,1548694012
39,10,,,course,,10,,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1374229618,1374229618
23,7,6.0,Peer Review of Word Press (assessment),mod,workshop,1,1.0,,,,1,15.0,0.0,,,0.0,1.0,0.0,0.0,0.0,13,0,,0,0,0,0,0,1548694183,1548694183
21,7,6.0,Knowledge Quiz,mod,quiz,7,0.0,,,,1,20.0,0.0,,,0.0,1.0,0.0,0.0,0.0,10,0,,0,0,0,0,0,1548694182,1548694182
26,8,7.0,Short Essay,mod,assign,9,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,1.0,2,0,,0,0,0,0,0,1548694253,1548694253
20,7,6.0,Assimilation Quiz,mod,quiz,6,0.0,,,,1,15.0,0.0,,,0.0,1.0,0.0,0.0,0.0,11,0,,0,0,0,0,0,1548694182,1548694182
24,7,6.0,Your Submission,mod,assign,8,0.0,,,,1,25.0,0.0,,,0.0,1.0,0.0,0.0,0.0,15,0,,0,0,0,0,0,1548694183,1548694183
18,7,6.0,LbD 1.1 Q1,mod,quiz,4,0.0,,,,0,5.0,0.0,,,0.0,1.0,0.0,0.0,0.0,3,0,,0,0,0,0,0,1548694182,1548694182
19,7,6.0,Reflection Quiz,mod,quiz,5,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.0,8,0,,0,0,0,0,0,1548694182,1548694182
22,7,6.0,Peer Review of Word Press (submission),mod,workshop,1,0.0,,,,1,15.0,0.0,,,0.0,1.0,0.0,0.0,0.0,12,0,,0,0,0,0,0,1548694183,1548694183
25,8,,,course,,7,,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1543621553,1543622001
37,9,9.0,TOPIC Review Quiz,mod,quiz,17,0.0,,,,1,100.0,0.0,,,80.0,1.0,0.0,0.0,0.1,23,0,,1,0,0,0,0,1548694303,1548694303
38,9,,,category,,9,,,,,1,1000.0,0.0,,,0.0,1.0,0.0,0.0,1.0,13,0,,1,0,0,0,0,1499121984,1499303457
92,12,,,course,,12,,,,,1,12.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1549464618,1549642424
42,10,10.0,1.3. Describe a particular course participant,mod,assign,12,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,4,0,,0,0,0,0,0,1548694356,1548694356
43,10,10.0,1.4. Play with Moodle,mod,assign,13,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,5,0,,0,0,0,0,0,1548694356,1548694356
44,10,10.0,1.5. Create a map of the course,mod,assign,14,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,6,0,,0,0,0,0,0,1548694356,1548694356
45,10,10.0,1.6. Plan ahead during the course,mod,assign,15,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,7,0,,0,0,0,0,0,1548694356,1548694356
93,12,12.0,Pattern Match,mod,quiz,18,0.0,,,,1,12.0,0.0,,,0.0,1.0,0.0,0.0,1.0,2,0,,1,0,0,0,0,1549465297,1549642424
54,10,10.0,3.5. Reflection in VET context,mod,assign,24,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,11,0,,0,0,0,0,0,1548694357,1548694357
41,10,10.0,1.2. Describe your desk,mod,assign,11,0.0,,,,3,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,3,0,,0,0,0,0,0,1548694356,1548694356
40,10,10.0,1.1. Fill in your profile and introduce yourself,mod,assign,10,0.0,,,,3,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,2,0,,0,0,0,0,0,1548694356,1548694356
87,10,10.0,10.1. Estimate the time required for your work,mod,assign,57,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,9,0,,0,0,0,0,0,1548694360,1548694360
88,10,10.0,10.3. Create a chart,mod,assign,58,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,10,0,,0,0,0,0,0,1548694360,1548694360
89,10,10.0,10.4. Reflection in VET context,mod,assign,59,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,13,0,,0,0,0,0,0,1548694360,1548694360
73,10,10.0,7.5. Record evidence. Publish evidence in the table of competences,mod,assign,43,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,16,0,,0,0,0,0,0,1548694358,1548694358
46,10,10.0,2.1. Identify your competences,mod,assign,16,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,24,0,,0,0,0,0,0,1548694356,1548694356
90,10,10.0,10.5. Record evidence. Publish evidence in the table of competences,mod,assign,60,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,17,0,,0,0,0,0,0,1548694360,1548694360
47,10,10.0,2.2. Using ICT for developing competences,mod,assign,17,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,25,0,,0,0,0,0,0,1548694357,1548694357
48,10,10.0,2.3. Create your competence table,mod,assign,18,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,26,0,,0,0,0,0,0,1548694357,1548694357
50,10,10.0,3.1. E-learning has many faces: analysis of the examples,mod,assign,20,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,21,0,,0,0,0,0,0,1548694357,1548694357
51,10,10.0,3.2. Learning to use videoconferences,mod,assign,21,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,22,0,,0,0,0,0,0,1548694357,1548694357
52,10,10.0,3.3. Participate in a videoconference: e-learning in your classroom,mod,assign,22,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,23,0,,0,0,0,0,0,1548694357,1548694357
55,10,10.0,4.1. Design learning outcomes for your e-tivity,mod,assign,25,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,29,0,,0,0,0,0,0,1548694357,1548694357
56,10,10.0,4.2. Design individual  e-tivity and publish on forum,mod,assign,26,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,31,0,,0,0,0,0,0,1548694357,1548694357
57,10,10.0,4.3. Write feedback to e-tivities designed by others,mod,assign,27,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,32,0,,0,0,0,0,0,1548694357,1548694357
58,10,10.0,4.4. Reflection in VET context,mod,assign,28,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,33,0,,0,0,0,0,0,1548694357,1548694357
59,10,10.0,4.5. Record evidence. Publish evidence in the table of competences.,mod,assign,29,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,34,0,,0,0,0,0,0,1548694357,1548694357
85,10,10.0,9.5. Reflection in VET context,mod,assign,55,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,39,0,,0,0,0,0,0,1548694359,1548694359
60,10,10.0,5.1. Create a list of demotivating factors,mod,assign,30,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,41,0,,0,0,0,0,0,1548694358,1548694358
61,10,10.0,5.2. Motivate a course participant,mod,assign,31,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,42,0,,0,0,0,0,0,1548694358,1548694358
62,10,10.0,5.3. Reflection in VET context,mod,assign,32,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,43,0,,0,0,0,0,0,1548694358,1548694358
63,10,10.0,5.4. Record evidence. Publish evidence in the table of competences,mod,assign,33,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,44,0,,0,0,0,0,0,1548694358,1548694358
64,10,10.0,6.1. Group work: create a list of tips for the facilitator and prepare for a videoconference,mod,assign,34,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,52,0,,0,0,0,0,0,1548694358,1548694358
65,10,10.0,6.2. Participate in a videoconference about group work,mod,assign,35,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,53,0,,0,0,0,0,0,1548694358,1548694358
66,10,10.0,6.3. Design group work,mod,assign,36,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,54,0,,0,0,0,0,0,1548694358,1548694358
67,10,10.0,6.4. Reflection in VET context,mod,assign,37,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,55,0,,0,0,0,0,0,1548694358,1548694358
68,10,10.0,6.5. Record evidence. Publish evidence in the table of competences,mod,assign,38,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,56,0,,0,0,0,0,0,1548694358,1548694358
69,10,10.0,7.1. Open and moderate an online discussion,mod,assign,39,0.0,,,,3,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,19,0,,0,0,0,0,0,1548694358,1548694358
70,10,10.0,7.2. Participate in a discussion moderated by another participant,mod,assign,40,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,27,0,,0,0,0,0,0,1548694358,1548694358
49,10,10.0,2.4 Take part in a webinar on the table of competences,mod,assign,19,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,57,0,,0,0,0,0,0,1548694357,1548694357
141,48,,,course,,49,,,,,1,210.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1557764186,1560818342
74,10,10.0,8.1. Watch and analyze video lectures,mod,assign,44,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,45,0,,0,0,0,0,0,1548694359,1548694359
75,10,10.0,8.2. Design e-tivity based on recorded video,mod,assign,45,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,46,0,,0,0,0,0,0,1548694359,1548694359
76,10,10.0,8.2.1 Create a short plan of your video,mod,assign,46,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,47,0,,0,0,0,0,0,1548694359,1548694359
77,10,10.0,8.2.2 Record a video,mod,assign,47,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,48,0,,0,0,0,0,0,1548694359,1548694359
78,10,10.0,8.2.3 Publish video,mod,assign,48,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,49,0,,0,0,0,0,0,1548694359,1548694359
79,10,10.0,8.3. Reflection in VET context,mod,assign,49,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,50,0,,0,0,0,0,0,1548694359,1548694359
86,10,10.0,9.6. Record evidence. Publish evidence in the table of competences.,mod,assign,56,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,40,0,,0,0,0,0,0,1548694359,1548694359
53,10,10.0,3.4. Record evidence of your competences. Publish evidence in the table of competences,mod,assign,23,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,15,0,,0,0,0,0,0,1548694357,1548694357
81,10,10.0,9.1. Check terms of use for online resources,mod,assign,51,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,35,0,,0,0,0,0,0,1548694359,1548694359
82,10,10.0,9.2. Choose resources according to learning outcomes,mod,assign,52,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,36,0,,0,0,0,0,0,1548694359,1548694359
83,10,10.0,9.3. Search for and re-use open resources for your e-tivity,mod,assign,53,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,37,0,,0,0,0,0,0,1548694359,1548694359
84,10,10.0,9.4. Share your resources online as OER,mod,assign,54,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,38,0,,0,0,0,0,0,1548694359,1548694359
71,10,10.0,7.3. Identify and reply to a problem,mod,assign,41,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,20,0,,0,0,0,0,0,1548694358,1548694358
80,10,10.0,8.4. Record evidence. Publish evidence in the table of competences.,mod,assign,50,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,51,0,,0,0,0,0,0,1548694359,1548694359
72,10,10.0,7.4. Reflection in VET context,mod,assign,42,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,12,0,,0,0,0,0,0,1548694358,1548694358
127,45,45.0,Pattern Match,mod,quiz,51,0.0,,,,1,12.0,0.0,,,0.0,1.0,0.0,0.0,1.0,2,0,,0,0,0,0,1,1549644593,1549645100
126,45,,,course,,45,,,,,1,12.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1549643386,1549644605
158,49,,,course,,51,,,,,1,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1562754336,1562754336
147,48,49.0,Assignment 2: Income Data Exploration,mod,assign,63,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.47619,7,0,,0,0,0,0,0,1560702647,1560818342
131,11,,,course,,47,,,,,1,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1550222626,1550222626
156,50,50.0,Question set 1,mod,quiz,58,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,9,0,,0,0,0,0,0,1562314881,1562914514
137,47,48.0,DSF Skill Test,mod,quiz,53,0.0,,,,1,100.0,0.0,,,60.0,1.0,0.0,0.0,0.49505,2,0,,0,0,0,0,0,1550447232,1553260277
140,47,48.0,Skill Evaluation,mod,questionnaire,6,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.49505,5,0,,0,0,0,0,0,1553260187,1553260277
132,47,,,course,,48,,,,,1,202.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1550248279,1553260277
161,50,50.0,Problem Set 2,mod,quiz,61,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,12,0,,0,0,0,0,0,1562914514,1562914514
138,47,48.0,Twitter Mining Project,mod,assign,61,0.0,,,,1,100.0,0.0,,,50.0,1.0,0.0,1.0,1.0,3,0,,0,0,0,0,1,1553183183,1553260969
139,47,48.0,Course Discussion Forum,mod,forum,26,0.0,,265,,2,2.0,1.0,2.0,,2.0,1.0,0.0,0.0,0.0099,4,0,,0,0,0,0,0,1553241742,1553531106
135,46,46.0,How will 10 Academy bridge this gap,mod,lesson,4,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.46512,4,0,,0,0,0,0,0,1550258629,1550260883
128,46,,,course,,46,,,,,1,215.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1550050571,1550260883
157,50,50.0,Question set 2,mod,quiz,59,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,10,0,,0,0,0,0,0,1562316208,1562914514
144,48,49.0,Data Description,mod,hvp,3,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.04762,4,0,,0,0,0,0,0,1558192676,1560818342
146,48,49.0,Assignment Submission,mod,assign,62,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.47619,6,0,,0,0,0,0,0,1558350478,1560818342
159,51,,,course,,52,,,,,1,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1562839575,1563254699
129,46,46.0,What do we see as the key opportunities today?,mod,lesson,2,0.0,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.46512,2,0,,0,0,0,0,0,1550053372,1550260883
130,46,46.0,10 Academy's view of the future of Africa,mod,lesson,1,0.0,,,,2,5.0,1.0,3.0,,0.0,1.0,0.0,0.0,0.02326,3,0,,0,0,0,0,0,1550057109,1550260883
136,46,46.0,A couple of quick questions,mod,quiz,52,0.0,,,,1,10.0,0.0,,,0.0,1.0,0.0,0.0,0.04651,5,0,,0,0,0,0,0,1550260883,1550260883
155,50,50.0,Question set 3,mod,quiz,57,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,8,0,,0,0,0,0,0,1562314435,1562914514
160,50,50.0,Question set 1,mod,quiz,60,0.0,,,,1,40.0,0.0,,,10.0,1.0,0.0,0.0,0.4,11,0,,0,0,0,0,0,1562914090,1562914514
153,50,50.0,Question set 1,mod,quiz,55,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,6,0,,0,0,0,0,0,1562313425,1562914514
154,50,50.0,Question set 2,mod,quiz,56,0.0,,,,1,10.0,0.0,,,7.0,1.0,0.0,0.0,0.1,7,0,,0,0,0,0,0,1562313911,1562914514
148,50,,,course,,50,,,,,1,100.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1,0,,0,0,0,0,0,1562233074,1562914514
